asli,translate
"Bentuk besar normal, echostruktur baik. Volume +/- 9 ml (normal 7-15 ml).",Normal size with volume +/- 9 ml (normal 7-15 ml) and normal echostructure.
"Gambaran PNC kedua ginjal (Lab?).
USG organ abdomen lain dalam batas normal.","Chronic pyelonefritis both kidneys.
The other abdominal organs are normal sonographic performance.
"
"Terisi baik, dinding tidak menebal, batu/massa (-).","Normal bladder wall, stone or mass."
"Sinus lancip, diafragma baik.
Cor membesar ke kiri (CTR = 64%).
Tidak tampak infiltrat kedua paru, corakan vaskuler paru baik.
Terpasang CDL dengan ujung kateter di v. cava superior distal.","Both costophrenic sinuses and diaphragma are normal.
The heart enlarged to left side (CTR = 64%).
No widening the mediastinum.
No pulmonary infiltrate seen in both lung fields, which normal pulmonary vascular.
There is catheterization CDL with canule in t"
"Paru baik, Cardiomegali dengan terpasang CDL.","Normal both lung fields.
Cardiomegaly with catheterization CDL."
Tidak ditemukan kelainan,Within normal limit
Tidak ditemukan kelainan,Within normal limit
"98% MPR, kelelahan umum",Fatique at 98% MPHR
10 Menit 06 Detik,10 Minute 06 Second
"Tidak membesar, pinggir rata, echostruktur kasar, corakan vaskuler berkurang, tidak tampak lesi  patologis, tidak tampak tanda pelebaran ductuli biliaris dan v.portal, ascites (-).
","No enlarged liver, rough echostructure, mild vaskularitation, no pathological lesion seen, either dilated biliary duct or hepatic vein."
"Bentuk normal, dinding tidak menebal, batu (-), tidak tampak pelebaran CBD.","Normal shape, No thickening of the gall bladder wall, no stone seen."
"Echostruktur dan echodensitas baik, tidak tampak kalsifikasi patologis, ductus pancreaticus tidak melebar.","Normal echostructure and normal echodensity, no dilated pancreatic duct."
"Tidak membesar, v.lienalis tidak melebar.","No enlarged, normal sphlenic vein."
Aorta abdomen tidak melebar.,No widening abdominal aorta.
"Bentuk besar kedua ginjal dalam batas normal, tidak tampak pelebaran sistem pelvio-calyces kanan kiri, batu (-).","Normal size and shape of both kidneys, no dilated pelvio-calyceal systems. no stone seen."
"Bentuk besar normal, echostruktur baik. Volume +/- 8 ml (normal 7-15 ml).","Normal size with volume +/- 8 ml (normal range 7-15 ml), normal echostructure ."
"Gambaran Fatty Liver (grade II-III).
USG organ abdomen lain dalam batas normal.",Fatty liver (Grade II-III) . The other abdominal organs are normal limit.
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No pathological lesion seen in both lung fields
"
"Sinus rhythm (+)
(Susp) LAHB
DD/ OMI inferior","Sinus rhythm (+)
(Susp) LAHB
DD/ Omi Inferior"
Echocardiografi,Echocardiografi
09 Menit 31 Detik,09 Minute 31 Second
Tidak melakukan pemeriksaan,Tes canceled by patient
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good.

"
Cor dan Pulmo dalam batas normal,Normal Chest X Ray
Normal Chest,Normal Chest 
Restriksi Ringan,Mild Restriction
Mata tenang ODS,ODS Normal 
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good.
"
"0,118 (shortened)","0,118 (shortened)"
Restriksi Sedang,Moderate Restriction
Tidak melakukan pemeriksaan,Examination is not completed
Belum melakukan pemeriksaan,Examination not completed
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, normal cardiiac shape 
Aorta and mediastinum not enlarge.
Trachea  and both hilum seen normal.
lung : no infiltrate / nodule.
Diaphragm and costophrenic angle seen normal"
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No pathological lesion seen in both lung fields"
Radiologis tak tampak kelainan.,Within normal limit
Slow progression of r at leads of V1-V2,Slow progression of r at leads of V1-V2
"EPSS : 6,8 mm
EF Slope : 140 mm/sec (N : 80-150 mm/sec)
DE-E Ex : 28 mm (N : 17-30 mm)
AV Cusp : 20 mm

Dimensi ruang jantung normal
LVH (-)
Fungsi sistolik LV baik, EF 66%
Global normokinetik
Disfungsi diastolik (+)
PH (-), Kontraktilitas RV cukup","EPSS : 6,8 mm
EF Slope : 140 mm/sec (N : 80-150 mm/sec)
DE-E Ex : 28 mm (N : 17-30 mm)
AV Cusp : 20 mm)

Atrioventricular chamber are normal in size, wall thickness
LVH (-)
Good LV systolic function, EF 66%
Diastolic Dysfunction (+)
PH (-)
Good RV contrac"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","Both sinuses and diaphragms are normal.
The heart is of normal size and configuration.
No widening of the mediastinum.
No abnormality is seen in both lung fields."
Cor dan Pulmo dalam batas normal,Normal heart shadow and both lung fields are clear.
"Tidak membesar, permukaan licin. Echostruktur homogen, difus meninggi. Tak tampak lesi fokal/ SOL maupun ascites. Traktus billiaris intra dan ekstra hepatic tidak melebar.","Size and contour normal limits, there are fatty liver."
"Ukuran 55,9 x 35,2 x 48,2 mm, volume 49,66 ml.","Size 55,9 x 35,2 x 48,2 mm, volume 49,86 ml."
"Fatty Liver
BPH dengan volume 49,66 ml.
USG Abdomen lain dalam batas normal.","Fatty Liver
Hipertrophy prostat with volume 49,66 ml.
The other organs are normal."
"- Cukup Istirahat
- Bila keluhan bertambah konsultasikan ke Dokter
- Konsultasi ke Sp. Mata","- Prehypertension ( 120/80 mmHg)
- Acute Faringitis
- Refractive Abnormalities Without Glasses : (OD : 6/18 ; OS : 6/21)"
No fracture / dislocation bones of right ankle joint.,"Ankle bones position seen normal.
No fracture / dislocation
No narrowing or enlarging ankle joint
No spur formation
Soft tissue seen normal"
ST-T changes (+),ST-T changes (+)
Sinus rhythm (+) Nonspesific ST-T changes (susp) Iskemia,Sinus rhythm (+) Nonspesific ST-T chnages (susp) Iskemia)
Sinus Bradikardia,Sinus Bradikardia
"93% MPR, kelelahan umum",Fatique at 93% MPR
"Cukup, awal",Early Average
Whithin Normal Limit,Whithin normal limit
ST - T changes not significan,ST-T changes not significan
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinues and diafragma are normal
The heart is of normal size and configuration
No pathological lesion seen in both lung fields"
"AD : Dalam batas normal
AS : Gangguan dengar derajat sedang","AD : Within normal limit
AS : Moderate hearing loss"
"- Fatty liver
- Kista ginjal kiri
- KE, limpa, pankreas, ginjal kanan,buli dan prostat dalam batas normal","- Fatty liver
- Left kidney cyst"
"Ukuran dan bentuk baik, ekhostruktur homogen, atenuasi meningkat, tak tampak lesi fokal / nodul, IHBD tak melebar.","Shape and contour seen normal, homogenous echostructure with increase atennuation, no focal lesion/ nodule, no enlargement of intrahepatic bile duct"
"Ukuran dan bentuk baik, dinding tak menebal, tak tampak batu / sludge.","Normal shape and contour, no wall thickening, no stone or sludge."
"Ukuran dan bentuk baik, tak tampak lesi fokal.","Normal shape and contour, no focal lesion"
"Ukuran dan bentuk baik, tak tampak lesi fokal","Normal shape and contour, no focal lesion"
"Kaliber dan kontur baik, tak tampak pembesaran kgb paraaorta.
Tak tampak asites.",No lymph node enlargement
"Volume: 12,66 cc, bentuk baik, tak tampak lesi fokal.","Normal shape and contour, no focal lesion / calcification"
"Ukuran dan bentuk baik, difrensiasi korteks dan medula baik, sistim pelviokalises tak melebar, tak tampak batu / lesi padat /kistik.","Normal shape and contour, good diffrentiation cortex and medula, no enlargement of pelvis / calyx, no stone former, cyst."
"Ukuran dan bentuk baik, difrensiasi korteks dan medula baik, sistim pelviokalises tak melebar, tak tampak batu , tampak kista kortikal diameter 3,21 cm","Normal shape and contour, good diffrentiation cortex and medula, no enlargement of pelvis / calyx, no stone former,  there is a cortical cyst ( 3,21 cm ) in diameter"
"- Fatty liver
- Kista ginjal kiri
- KE, limpa, pankreas, ginjal kanan,buli dan prostat dalam batas normal","- Fatty liver
- Left kidney cyst"
"Ukuran dan bentuk baik, dinding tak menebal, tak tampak batu / massa","- Fatty liver
- Left kidney cyst"
"CTR > 50%, cor membesar ke kiri apeks tertanam
Aorta dan mediastinum tak melebar
Trakea dan hilus baik
Paru tak tampak infiltrat / nodul
Diafragma dan sinus baik
Tulang tulang tak tampak kelainan

 ","CTR > 50%,  
Aorta and mediastinum seen normal
Trachea and both hilum are good.
Lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good."
"Kardiomegali
Pulmo dalam batas normal",Cardiomegali
"90% MPR, kelelahan umum",General fatique at 90 MPHR
07 Menit 08 Detik,07 Minute 08 Second
Sedang ke cukup,Fair to average
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good."
ADS : Normal,ADS : Normal
11 Menit 22 Detik,11 Minute 22 Second
"Hipermetrop ringan ODS
Presbyop","ODS mild hypermetrope
Presbyop"
Tidak ada kelainan pada kedua mata.,There were no abnormalities in both eyes.
"Mild ST depression at leads of II,III,aVF","Mild ST depression at leads of II,III,aVF"
"Suspicion of Abnormal findings
Suspicion of Abnormal ECG, i.e: Inferior Ischaemia
","Suspicion Abnormal findings
Suspicion Abnormal ECG, i.e: Inferior Ischaemia"
LBBB complete,LBBB complete
Echocardiografi,Echocardiography
Astigmat Myop Compositus ODS ,Astigmatism Myop Compositus ODS
"91% MPR, kelelahan umum",Fatique at 91% MPR
10 Menit 47 Detik,10 Minute 47 Second
Perubahan ST-T tak bermakna,Non spesific ST-T changes
Gangguan dengar derajat ringan,Mild hearing loss
"AD : Gangguan dengar derajat ringan
AS : Normal","AD : Mild hearing loss
AS : Normal"
Astigmat myop ODS,ODS myopic astigmatism
"Myop OD
Astigmat OS","Myopia OD
Astigmatism OS"
"Myop OD 
Astigmat Myop OS 
Presbyop","Myop OD
Astigmatism Myop OS
Presbyop"
Sinus rhythm (+) (susp) First degree AV Block,Sinus rhythm (+) (susp) First degree AV Block
Sinus Bradikardia,Sinus Bradhycardia
Sinus rhythm (+) (susp) RBBB,Sinus rhythm (+) (susp) RBBB
"Astigmat Myop ODS
Presbyop","Astigmat Myop ODS
Presbyop"
Astigmat Hipermetrop OS,Astigmat Hipermetrop OS
12 Menit 58 Detik,12 Minute 58 Second
10 Menit 55 Detik,10 Minute 55 Second
Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi,"The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi,"The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
ADS : Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi,"ADS : The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak. tampak skoliosis ringan thorakal ke kanan.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
Lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good.
Appears mild thoracic scoliosis to the right"
Slow progression of r at leads of  V1-V3,Slow progression of r at leads of V1-V3
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak. tampak skoliosis ringan thorakal ke kiri","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate nor nodule seen in both lung
Diafragm and sinus are good."
"Pada saat ini ditemukan kelainan :
Gigi : Gigi palsu : └6, 6┐,┌6
Serumen : AD","At this time, an abnormally was found :
Teeth : Dentures : └6, 6┐,┌6
Cerumen : AD"
Pro ear toilet,"At this time found abnormalities in the form of:
Teeth : Dentures : └6, 6┐,┌6
Cerumen : AD"
Astigmat Myop OS,Astigmat Myop OS
Astigmat Hipermetrop ODS,Astigmat Hipermetrop ODS
Myop Ringan OS,Mild Myop OS
"Hipermetrop Ringan OD 
Myop Ringan OS
Presbyop","Mild Hipermetrop OD 
Mild Myop OS
Presbyop"
Gangguan dengar derajat ringan,Mild degree of hearing loss
"AD : Normal
AS : Gangguan dengar derajat ringan","AD : Normal
AS : Mild degree of hearing loss"
Gangguan dengar derajat sedang,Moderate degree of hearing loss
Gangguan dengar derajat sedang,Moderate degree of hearing loss
10 Menit 01 Detik,10 Minute 01 Second
Dalam batas normal,"Within normal limit
"
Myop Ringan ODS,Mild Myop ODS
Radiologis tak tampak kelainan.,Normal Chest X-Ray
"Myop ringan OD
Presbyop","Myop ringan OD
Presbyop"
"87% MPR, kelelahan umum",General fatique at 87% MPHR
07 Menit 46 Detik,07 Minutes 46 Second
Perubahan ST-T tak bermakna,ST-T changes are not significant
"90% MPR, kelelahan umum",General fatique at 85% MPHR
08 Menit 31 Detik,08 Minutes 31 Second
Perubahan ST-T tak bermakna,ST-T changes are significant
"Hipermetrop OD
Astigmat OS
Presbyop","Hipermetrop OD
Astigmat OS
Presbyop"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul, tampak penebalan septa di basal kiri
Diafragma dan Sinus baik.
Tulang-tulang intak, tampak plate and screw pada os klavikula kanan posisi baik.","CTR < 50%.
Aorta and mediastinum seen normal
Trachea and both hilum good
Lung: septal thickening in left basal
Diapragm dan costophrenic angle seen normal
Bone seen intact, metal plate and screw in good position on right clavicle .
"
"Penebalan septa basal paru kiri ( proses lama)
Cor dalam batas normal",Septal thickening in left lung base ( old prosces ?)
Kurangi berat badan,Lower the body weight
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tampak infiltrat minimal di apeks kiri superposisi dengan costae
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, aorta dan mediastinum seen normal
Trachea dan both hilum seen normal
Lung: minimal infiltrate seen at left apex superposition wiht costae
Diaphragm dan both costophrenic angle seen normal"
"- Suspek TB paru kiri minimal lesion 
- Cor  dalam batas normal",Suspicious TB minimal lesion
Foto top lordotik,Top Lordotik photo
"Astigmat Hipermetrop Ringan
Cicatrix Cornea OD","Astigmat Hipermetrop Mild
Cicahix Cornea OD"
10 Menit 38 Detik,10 Minute 38 Second
11 Menit 14 Detik,11 Minute 14 Second
Overweight (BMI : 26.23),Overweight (BMI : 26.23)
"Diet seimbang, olahraga secara teratur.",Overweight (BMI : 26.23)
Gangguan dengar derajat ringan,Mild degree of hearing loss
"AD : Gangguan dengar derajat ringan
AS : Normal","AD : Mild degree of hearing loss
AS : Normal"
Perubahan ST-T tak bermakna,Nonspecific ST-T changes
"AD : Gangguan dengar derajat sedang
AS : Normal","AD : Moderate degree of hearing loss
AS : Normal"
"Non specific ST-T changes at leads of III,aVF","Non specific ST-T changes at leads of III,aVF"
"Non specific ST-T changes at leads of III,aVF","Non specific ST-T changes at leads of III,aVF"
"88% MPR, kelelahan umum",General fatique at 88% MPHR
"Astigmat Hipermetrop OD
Presbyop","Astigmat Hipermetrop OD
Presbyop"
"Cor  : CTR = 56% melebar ke kiri, aorta elongatio, pinggang cekung
Sinus dan Diafragma : Baik
Pulmo : Tampak perselubungan homogen di apex kanan, paru kiri normal","Both sinues and diafragma are normal
The heart is cardiomegali
There is fibro infiltrat in apex dextra, and pulmo sinistra is normal"
"Cardiomegali e.c HHD
TB dextra","Cardiomegali e.c HHD
TB dextra"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak, tampak skoliosis thorakal ke kiri","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum.
Trachea and both hilum are good.
lung : no infiltrate nor nodule seen in both lung.
Diafragm and sinus are good.
Bones are intact, there is thoracic scoliosis to the left."
"Kutis dan subkutis tak menebal.
Lapisan fibroglanduler tak tampak lesi kistik / padat.
Tak tampak kalsifikasi","No thickening of cutan and subcutaneus 
No solid / cystic nodule seen in fibrogland layer and no  calcification"
"Kutis dan subkutis tak menebal.
Lapisan fibroglanduler tampak lesi padat bentuk oval hipoekhoik batas tegas di jam 2 / 2 cm dari papil ukuran 1,13 x 0,71 cm
Tak tampak kalsifikasi","No thickening of cutan and subcutaneus 
Solid nodule with well defined border seen at 2 o'clock / 2 cm from nipple (1,13 x 0,71 cm in diameter) no calcification"
Tak tampak pembesaran kgb,No lymph node 
Lesi padat sugestif benigna payudara kiri (FAM) BIRADS 2,Left breast Solid lesion sugestif benign ( Fibroadenoma ) (BIRADS 2)
"
Within normal limit findings
Within normal limit ECG","Within normal limit findings
Within normal limit ECG"
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal.
The heart is ofnormal size and configuration.
No pathological lesion seen in both lung fields."
09 Menit 15 Detik,09 minutes 15 seconds
Perubahan ST-T tak bermakna,The Change in ST-T is meaningless
10 Menit 45 Detik,10 minutes 45 seconds
07 Menit 42 Detik,07 minutes 42 seconds
Dalam batas nomal,Within normal limit 
Perubahan ST-T tak bermakna,The Change in ST - T meaningless
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR 50%, heart in the good shape, no enlargement of Aorta and mediastinum .
Trachea and both hilum are good.
Lung : no infiltrate nor nodule seen in both lung.
Diafragma and sinus are good."
Cor dan Pulmo dalam batas normal,Normal Chest X Ray.
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR 50%, heart in the good shape, no enlargement of Aorta and mediastinum.
Trachea and both hilum are good.
Lung : no infiltrate nor nodule seen in both lung.
Diafragma and sinus are good."
"CTR > 50%, cor membesar ke kiri apeks tertanam
Aorta elongasi , mediastinum tak melebar
Trakea dan hilus baik
Paru tak tampak infiltrat / nodul
Diafragma dan sinus baik
Tulang tulang tak tampak kelainan
 ","CTR > 50%, heart enlarged to the left of the embedded apex, aorta elongated, mediastinum not dilated
Trachea and both hilum are good.
Lung : no infiltrate or nodule seen in both lung
Diafragm and sinus are good."
"Kardiomegali, elongasi aorta
Pulmo dalam batas normal.","Cardiomegaly, aortic elongation
Pulmo within normal limits"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate or nodule seen in both lung
Diafragm and sinus are good."
"91% MPR, kelelahan umum",General Fatigue at 91% MPHR
06 Menit 47 Detik,06 Minute 47 Second
"CTR < 50%, aorta dan mediastinum tak melebar. Trakea di tengah, Hilus Baik. Paru tak tampak infiltrat/nodul. Diafragma dan Sinus baik. Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum Trachea and both hilum are good. lung : no infiltrate or nodule seen in both lung Diafragm and sinus are good."
"CTR < 50%, aorta elongasi dan kalsifikasi  mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate or nodule seen in both lung
Diafragm and sinus are good."
14 Menit 12 Detik,14 Minutes 12 Seconds
Sinus Tachycardia,Sinus Tachycardia
Sinus Tachycardia,Sinus Tachycardia
"Abnormal findings
Abnormal ECG, i.e: Sinus Tachycardia","Abnormal findings
Abnormal ECG, i.e: Sinus Tachycardia"
"CTR < 50%, aorta dan mediastinum tak melebar.
Trakea di tengah, Hilus Baik.
Paru tak tampak infiltrat/nodul.
Diafragma dan Sinus baik.
Tulang-tulang intak, tampak terpasang plate and screw pada os klavikula kanan posisi baik.","CTR < 50%, heart in the good shape, no enlargement of Aorta and mediastinum 
Trachea and both hilum are good.
lung : no infiltrate or nodule seen in both lung
Diafragm and sinus are good. There is a plate and screw attached to the right clavicle bone in g"
"AD : Normal (12.5 dB)
AS : Normal (10 dB)","AD : Normal (12.5 dB)
AS : Normal (10 dB)"
"AD : Normal (17.5 dB)
AS : Normal (17.5 dB)","AD : Normal (17.5 dB)
AS : Normal (17.5 dB)"
"AD : Normal (15 dB)
AS : Normal (13.75 dB)","AD : Normal (15 dB)
AS : Normal (13.75 dB)"
"AD : Normal (7.5 dB)
AS : Normal (7.5 dB)","AD : Normal (7.5 dB)
AS : Normal (7.5 dB)"
"AD : Normal (8.75 dB)
AS : Normal (16.25 dB","AD : Normal (8.75 dB)
AS : Normal (16.25 dB"
"AD : Normal (16.25 dB)
AS : Normal (18.75 dB)","AD : Normal (16.25 dB)
AS : Normal (18.75 dB)"
"AD : Normal (20 dB)
AS : Normal (21.25 dB)","AD : Normal (20 dB)
AS : Normal (21.25 dB)"
"AD : Normal (16.25 dB)
AS : Normal (17.5 dB)","AD : Normal (16.25 dB)
AS : Normal (17.5 dB)"
Fungsi Paru Normal,Within Normal Limit
Multiple cholelithiasis,Multiple cholelithiasis
Tidak ditemukan kelainan,Normal mammae ultrasound
Tidak ditemukan kelainan.,"Normal abdominal ultrasound
"
pro scalling,"moderate calculus
11,12,21,22 atrisi"
"pro scalling, pro tumpat","kalkulus buruk
16 KME mesial 
22 fraktur insisal
13-33 diastema"
"pro scalling 6 bulan sekali, pro odontektomi","38,48 impaksi"
"Pro scalling, pro tambal, pro odontektomi","Calculus
Caries 46
Impaction 18"
"Pro scalling, pro gigi palsu","Calculus
Missing teeth 36"
pro scalling,"moderate calculus
11,12,21 attrition"
"Pro scalling, pro perbaikan tambal","Calculus
Spilling is not good 26.37"
Pro restorasi,37.38 caries
"pro restorasi, open flap","Caries 17,18
Resesi 26"
"AD : Normal (21,25 dB) dengan penurunan pendengaran nada tinggi frekuensi 4000 hz (30 dB), 6000 hz (35 dB) dan 8000 Hz (35 dB)
AS : Normal (7,5 dB)","AD : Normal (21,25 dB) with decrease high tone hearing frequencies of 4000 Hz (30 dB), 6000 Hz (35 dB) and 8000 Hz (35 dB)
AS : Normal (7,5 dB)"
Fungsi Paru Normal,Normal Pulmonal Function
"AD : Normal (20 dB)
AS : Normal (22,5 dB)","AD : Normal (20 dB)
AS : Normal (22,5 dB)"
Pathologic QS at leads of V2 - V4,Pathologic QS at leads of V2-V4
ST - T biphasic at leads of V2 - V4,ST-T biphasic at elads of V2-V4
T inverted at leads of V2 - V6,T inveretd at leads of V2-V6
"Abnormal findings
Abnormal ECG, i.e : acute Q wave ST elevation anterior myocardial infarction, anterolateral Ischaemia","Abnormal findings
Abnormal ECG, i.e: Acute Q wave ST elevation anterior myocardial infarction, anterolateral ischaemia"
Consult to emergency unit of the hospital urgently,Consult to emergency unit of the hospital urgently
"AD : Normal (11,25 dB)
AS : Normal (12,5 dB)","AD : Normal (11,25 dB)
AS : Normal (12,5 dB)"
"AD : Normal (7,5 dB)
AS : Normal (7,5 dB)","AD : Normal (7,5 dB)
AS : Normal (7,5 dB)"
Tidak melakukan pemeriksaan,No examination
Fatty Liver Grade I,Fatty Liver Grade I
Kista pada mid-lower pole ginjal kiri (ukuran +/- 5.8 x 5.8 cm),Left kidney mid-lower pole cyst (size +/- 5.8 x 5.8 cm)
"0,118 ( shortened )","0,118 (shortened)"
"Abnormal findings
Abnormal ECG, i.e: Lown Ganong Levine syndrome","Abnormal findings
Abnormal ECG. i.e: Lown Ganong Levine syndrome"
"AD : Normal (13,75 dB)
AS : Normal (12,5 dB)","AD : Normal (13,75 dB)
AS : Normal (12,5 dB)"
Sinus rhythm (+) (susp) LAHB,Sinus rhythm (+) (susp) LAHB
ADS : Normal,ADS: Normal
Sinus Arrhytmia,Sinus Arrhytmia
Sinus Arrhytmia,Sinus Arrhytmia
"Limfadenopathy multipel colli bilateral nonreaktif
Gld thyroid dalam batas normal.","Both Thyroid gland seen normal in size and contour with homgenous echostructure, no cystic / solid lesion
Multipel limphnode enlargement with oval shape seen in right colli diameter 0,34 - 0,63 cm and left colli diameter 0,45 - 0,94 cm, no calcification."
"Ukuran dan bentuk baik, ekhostruktur homogen, tak tampak lesi fokal / nodul, IHBD tak melebar.","Normal shape and contour, homogenous echostructure and no cystic / solid lession seen in both right and left lobe."
"Ukuran dan bentuk baik, dinding tak menebal, tak tampak batu / sludge.","Normal shape and contour, no wall thickening , no strone former"
"Ukuran dan bentuk baik, tak tampak lesi fokal.","Normal shape and contour, no focal lession"
"Ukuran dan bentuk baik, tak tampak lesi fokal","Normal shape and contour, no focal lession"
"Kaliber dan kontur baik, tak tampak pembesaran kgb paraaorta. Tak tampak asites.",Normal Caliber and contour .No limphnode enlargement
"Ukuran dan bentuk baik, difrensiasi korteks dan medula baik, sistim pelviokalises tak melebar, tak tampak batu / lesi padat /kistik.","Normal shape and contour, cortex and medulla difrentiation seen normal, Caliceal system no enlargement, no stone former."
"Ukuran dan bentuk baik , tak tampak lesi fokal, tak tampak kalsifikasi","Normal shape and contour, no focal lession"
Adneksa : tak tampak lesi kistik / padat.,No cystic / solid lession
"Hepar, KE, limpa, pankreas, ginjal , buli dan organ ginekologi dalam batas normal",Normal Abdominal ultrasound.
"Ukuran dan bentuk baik, ekhostruktur homogen, atenuasi meningkat, tak tampak lesi fokal / nodul, IHBD tak melebar.","Shape and contour seen normal, homogenous echostrukcture with increase atenuation. No focal lession, intrahepatic bile duct seen normal."
"Ukuran dan bentuk baik, dinding tak menebal, tak tampak batu / sludge.","Normal shape and contour, no wall thickening, no stone former."
"Ukuran dan bentuk baik, tak tampak lesi fokal.","Normal shape and contour, no focal lession."
"Ukuran dan bentuk baik, tak tampak lesi fokal","Normal shape and contour, no focal lession."
"Kaliber dan kontur baik, tak tampak pembesaran kgb paraaorta.
Tak tampak asites.","Normal caliber and contour, no limphnode enlargement"
"Ukuran dan bentuk baik, difrensiasi korteks dan medula baik, sistim pelviokalises tak melebar, tak tampak batu / lesi padat /kistik.
","Normal shape and contour, cortex and medulla difrentiation seen normal, caliceal system no enlargement, no stone former."
"Ukuran dan bentuk baik, tak tampak lesi fokal.","Normal shape and contour, no focal lession."
"- Fatty  liver
- KE, limpa, pankreas, ginjal, vesica urinaria dan prostat dalam batas normal","- Fatty Liver
- Gall Bladder, Pancreas, Lien, Kidneys, and prostat within normal limit."
Slow progression of r at leads of V1-V2,Slow progression of r at leads of  V1-V2
"96% MPR, kelelahan umum",General fatique at 96% MPHR
